1.106386,1.515443,1.695799,1.778282,1.535592,1.482169,1.176530,1.143487,0.867463,0.630921,0.422676,0.177356,
1.074104,1.581982,1.809043,2.024719,1.575098,1.642846,1.253752,1.131349,0.650280,0.363964,0.510188,0.169281,
1.042885,1.366988,2.148420,1.449049,2.069266,1.777854,1.755872,1.566040,1.493314,0.136305,0.704616,0.278181,
1.005654,1.411747,1.617397,1.517905,1.130768,1.313138,1.266885,0.880281,0.800299,0.633152,0.410000,0.111654,
1.012606,1.356047,1.300740,1.312556,1.424601,0.928187,0.680431,0.667189,0.725700,0.272482,0.325802,0.106348,
1.224781,1.788883,2.195733,1.481250,1.880623,1.161761,1.474654,0.881740,0.176838,0.195158,0.274336,0.082418,
1.652541,2.553844,2.739644,1.379414,1.418232,0.538832,-0.076894,-0.638624,-0.975358,-0.564383,-0.210392,-0.184121,
1.112333,1.420317,1.367386,1.228893,0.910993,0.489872,0.266261,-0.064386,-0.177753,-0.309291,-0.231963,-0.107072,
1.555227,2.084874,1.890476,1.044933,0.133383,-0.153556,-1.331330,-1.506207,-1.451661,-0.994877,-0.197918,-0.238406,
1.764632,2.422753,2.064676,1.015289,0.222206,0.091384,-0.861452,-1.165173,-1.408479,-1.380412,-0.338771,-0.257325,
1.414476,2.049229,1.939845,1.327299,0.623742,-0.162180,-0.874492,-1.211217,-1.264978,-0.774532,-0.256335,-0.254983,
1.723847,2.414240,2.168249,0.090276,0.184077,-0.404799,-1.430951,-1.413586,-1.879992,-1.983816,-0.308682,-0.334634,
1.664369,2.377141,2.290677,0.858528,0.133044,-0.329625,-1.691372,-1.481192,-1.612295,-1.477083,-0.342003,-0.284406,
1.389206,2.019991,1.790795,0.977428,0.137914,-0.906029,-1.508224,-1.527557,-1.490467,-0.907589,-0.363095,-0.297451,
1.542569,2.251937,2.206653,0.321249,0.149198,-1.090595,-2.595109,-1.144098,-2.253908,-1.304370,-0.235650,-0.340761,
1.453746,2.035288,2.076309,1.016071,-0.025237,-0.795210,-1.945994,-1.847112,-1.289646,-0.982801,-0.300517,-0.202738,
1.501200,2.191622,2.383603,0.378604,0.448242,-0.714644,-1.734152,-0.670334,-1.638338,-1.172510,-0.320149,-0.352749,
1.403827,1.944578,2.156617,0.531543,0.102491,-0.912600,-2.278615,-1.375632,-1.657225,-1.203844,-0.212311,-0.294072,
1.137717,1.460725,1.088764,0.329398,-0.030244,-0.880459,-1.085651,-0.898845,-0.875557,-0.416974,-0.246037,-0.200403,
1.267364,1.636396,1.195437,0.674647,-0.135904,-0.854599,-0.844429,-1.119176,-1.024310,-0.696262,-0.600647,-0.295674,
1.653630,2.361846,2.207942,0.203769,0.026766,-1.192224,-2.147115,-0.711134,-1.396782,-0.853047,-0.327190,-0.256249,
1.526929,2.136918,1.424764,0.010003,0.367946,-1.058969,-1.085618,-0.476242,-0.967830,-0.523805,-0.357066,-0.221441,
1.499765,2.123902,1.511415,0.514614,-0.394602,-1.611788,-1.812204,-1.517533,-1.286404,-0.509911,-0.429592,-0.181583,
1.335133,1.970364,1.541271,0.192116,-0.328202,-1.688473,-1.868428,-1.352062,-1.425845,-0.575624,-0.293251,-0.198417,
1.339886,1.476756,1.301490,0.579351,-0.379710,-0.582004,-1.146697,-1.001457,-0.786830,-0.553869,-0.330602,-0.204619,
1.421493,1.769375,1.679623,-0.137380,-0.248400,-0.979171,-1.724829,-0.727218,-1.119536,-0.675989,-0.373094,-0.308179,
1.249810,1.546114,1.202661,0.316143,-0.316754,-0.932207,-1.068019,-0.900954,-0.740024,-0.462418,-0.436935,-0.274433,
1.503727,2.031370,1.675050,0.220032,-0.326493,-1.132404,-0.911321,-0.400186,-0.730834,0.392714,-0.594577,-0.228071,
1.484853,2.162959,1.691640,0.094668,-0.224436,-1.393263,-1.121235,-0.477311,-0.600271,-0.133776,-0.560733,-0.283425,
1.310902,1.697828,1.187080,0.218887,-0.054738,-0.823130,-0.511810,-0.361652,-0.537340,-0.338279,-0.633091,-0.374812,
1.375711,1.736729,1.366536,0.400433,-0.224809,-0.374516,-0.139859,0.105608,-0.117370,-0.402382,-0.669770,-0.343814,
1.400885,1.725675,1.220659,0.071714,-0.336929,-0.504900,-0.315265,0.013061,-0.183774,-0.306159,-0.727608,-0.417830,
1.642676,2.327988,1.670704,0.073801,-0.255077,-0.646060,0.674159,0.444885,0.029580,0.161310,-0.636501,-0.398458,
1.717350,2.203943,1.480697,0.068206,0.211601,0.253561,0.178350,1.105583,0.462905,-0.522881,-0.558105,-0.457731,
1.246607,1.522238,1.424676,1.049032,0.730817,0.834970,0.595455,0.436932,-0.071167,-0.548102,-0.685329,-0.261838,
1.465672,1.769089,0.850559,0.573108,0.685061,1.326658,1.592239,0.528756,0.330383,-0.596695,-0.998296,-0.442708,
1.467451,1.698459,1.044248,0.389554,0.672085,1.256813,1.455222,1.050812,0.417741,-0.514088,-0.847753,-0.394343,
1.385213,1.584575,1.076497,0.214835,1.175452,1.110871,1.466060,1.047835,-0.226920,-0.021011,-0.778508,-0.234834,
1.327776,1.633292,1.468741,0.512820,0.802631,1.259217,1.095589,1.394527,0.389208,-0.382771,-0.852820,-0.297033,
1.505499,1.884293,1.521496,0.179616,1.825135,1.946125,1.757410,1.383464,0.542707,-0.411789,-0.636163,-0.262757,
1.482793,2.135064,1.713505,0.515931,1.380964,0.961185,1.819091,1.831061,-0.457008,-0.536915,-0.484399,-0.325277,
1.683924,1.936791,1.661145,0.519979,1.872946,2.057370,1.519597,1.497553,0.080224,-0.222307,-0.501595,-0.244795,
1.513465,2.170439,1.910015,0.316103,1.200835,1.436126,2.000609,0.965317,-0.279348,-0.381263,-0.400271,-0.222525,
1.314158,1.928451,1.592035,1.015312,1.336404,1.436586,1.121964,0.978858,-0.372725,-0.506299,-0.216771,-0.178049,
1.473058,2.030171,1.976464,0.777062,1.903930,1.732773,1.424755,1.625731,-0.663764,-0.325692,-0.184627,-0.161496,
1.163389,1.486425,1.584360,1.496955,1.291823,1.323282,0.863703,0.533310,0.283290,-0.081385,-0.043767,-0.035651,
1.211193,1.778924,1.529173,0.626260,2.469094,1.909908,1.668639,1.996425,-0.251286,-0.497873,0.000572,-0.067788,
1.470988,2.084386,1.875529,0.815263,2.111288,1.810418,1.679321,1.850971,-0.144782,-0.293542,0.093146,-0.040816,
1.236526,1.430978,1.445544,1.108786,1.333257,1.499130,1.274539,0.738285,0.256677,-0.214308,-0.107162,0.003412,
1.111185,1.488912,1.495379,1.528525,1.364257,1.052191,0.973502,0.760561,0.527825,0.289963,0.139309,0.016247,
1.184546,1.646452,1.532656,1.390865,1.108453,1.235334,1.217688,0.795704,0.499342,-0.038785,-0.026691,-0.042543,
1.331631,1.834135,1.727205,1.474436,1.777075,1.882186,1.844925,1.375293,0.276960,-0.015800,-0.225456,-0.025168,
1.280604,1.630463,1.854626,1.686070,1.486031,1.400491,0.767798,0.328415,-0.017069,-0.023757,0.060956,-0.000405,
1.255833,1.856411,1.785243,1.283025,1.857542,1.693649,1.256109,0.557140,-0.204969,-0.452642,0.342061,-0.018641,
1.496223,2.054602,1.671571,1.202111,1.920502,2.124299,1.866356,0.613332,0.100564,-0.634804,0.244849,0.052153,
1.236618,1.743065,1.769203,1.726344,2.018452,1.679566,0.879644,0.467859,-0.272191,-0.356837,0.092655,-0.033409,
1.089493,1.460760,1.540038,1.477020,1.490126,1.256230,0.926301,0.616485,0.314440,0.272024,0.345735,0.017959,
1.105704,1.463296,1.469942,1.473575,1.732709,1.637536,1.334750,0.554080,0.536199,-0.079825,-0.049726,0.013310,
1.262735,1.839414,1.770653,1.175854,1.844129,1.422675,2.051445,0.875962,0.076176,-0.116312,0.181215,0.049250,
1.452999,2.115451,1.721231,1.158408,1.919078,1.899028,1.850518,0.949799,0.384913,-0.096783,0.102441,0.049495,
1.328951,1.758430,2.008317,1.705404,2.074851,1.998260,1.761165,1.097136,0.371346,-0.209896,-0.078543,0.018294,
1.335099,1.965175,1.505759,0.656681,2.173579,1.758739,2.516819,1.500042,0.012684,-0.009378,0.459355,0.178028,
1.287774,2.014861,1.776591,1.537045,1.676455,2.021943,2.499128,1.260049,0.387596,-0.086263,-0.016014,0.031473,
1.128208,1.537134,1.792374,1.588026,1.523671,1.419321,1.218462,1.012768,0.296234,0.177745,0.177175,0.039338,
1.113268,1.414534,1.338691,1.223391,1.717231,1.778434,1.462380,1.018143,0.541831,0.138208,0.190822,0.103579,
1.231883,1.572220,1.630724,1.469143,1.742702,1.644393,1.329443,1.115577,0.249220,-0.095213,0.120235,0.061444,
1.093311,1.548859,1.742753,1.534898,1.414795,1.213806,0.770178,0.586961,0.372572,0.240402,0.258797,0.072183,
1.360521,1.610123,1.574344,1.767153,1.559681,2.178557,1.534279,0.143665,-0.388649,0.094155,0.012709,0.049801,
1.547641,1.740322,1.716185,1.626063,1.601619,2.583525,2.192102,0.665786,-0.125926,-0.177712,0.194157,0.142657,
