1.549761	1.370409	0.218314	-0.951318	-0.537849	-0.414448	-0.004906	-0.216230	-0.054513	-0.228149	-0.035914	-0.060667	
1.483879	1.615894	0.983971	0.286764	0.061818	-0.239263	-0.124336	0.060563	0.206785	0.181718	0.162050	0.013436	
1.659434	1.496304	0.369187	-0.427430	0.171916	0.491781	0.456343	-0.289833	-0.308824	0.013348	0.443014	0.200912	
1.587649	1.416805	0.320678	-0.801814	-0.387162	-0.007943	0.828138	0.412860	0.044731	-0.073807	0.085381	0.013116	
1.338591	1.328313	0.311091	-1.082995	0.102290	0.182904	0.302499	-0.035675	1.043798	-0.437312	0.195793	0.006152	
1.461086	1.453846	0.749098	0.199259	0.531895	0.617309	0.699970	0.458671	0.194267	-0.083471	-0.023423	-0.032580	
1.525711	1.623393	0.878319	0.135489	-0.124666	-0.402320	-0.573891	-0.662875	-0.396559	-0.060600	0.185408	0.012024	
1.472478	1.284382	0.357847	-0.007985	0.965989	1.588596	1.520477	0.624281	0.018833	-0.170799	0.099547	0.055456	
1.577508	1.435449	0.372619	-0.877037	-0.875785	-0.759816	0.257443	0.359426	0.676481	0.345850	0.279829	0.078575	
1.536530	1.533324	0.668541	-0.277099	-0.139087	0.095267	0.646373	0.699446	0.701753	0.530971	0.400913	0.109134	
1.448718	1.652429	1.183049	0.851708	0.946673	0.751649	0.245262	-0.372292	-0.591728	-0.468786	-0.026906	-0.068959	
1.595938	1.398401	0.327957	-0.728047	0.118082	0.736266	1.481394	0.313495	0.435480	0.131014	0.194486	0.097505	
1.573368	1.440095	0.381118	-0.503216	-0.047331	0.332841	0.998858	1.146597	0.830020	0.031910	0.040031	-0.086871	
1.460711	1.538927	0.826533	0.183948	0.513850	0.906726	1.281723	0.975274	0.741666	0.493173	0.456327	0.122267	
1.671050	1.766937	0.899477	0.363877	0.470578	0.219803	-0.532392	-1.306653	-1.389964	-0.840468	0.082546	0.014196	
1.569081	1.080758	-0.319763	-0.580546	0.738189	1.753368	2.005857	1.462476	0.562977	-0.231044	-0.290178	-0.228094	
1.740733	1.609170	0.249464	-0.826134	-0.479874	0.036928	0.375872	-0.228981	-0.693421	-0.618879	-0.003887	0.006636	
1.578208	1.414675	0.564089	-0.085397	0.458970	0.281337	0.224193	-0.234960	0.431056	0.570186	0.407403	0.137673	
1.685408	1.286277	0.011019	-0.796125	0.310665	0.876668	1.124303	-0.230835	-0.495598	-0.284775	-0.068651	0.030010	
1.663276	1.230962	-0.259398	-1.225471	-0.323797	0.638375	1.171047	0.654089	-0.056082	-0.456704	-0.255343	-0.197570	
0.416695	1.363780	0.539732	-2.256557	0.681538	-0.387620	0.564938	0.585529	0.489545	-0.392247	0.373130	-0.162407	
1.300099	1.498538	1.204578	1.048438	1.222967	1.148212	0.936063	0.616382	0.443021	0.325512	0.301890	0.076820	
1.595977	1.588461	0.552857	-0.309477	-0.604525	-0.892048	-1.216170	-1.330070	-1.007049	-0.424432	0.170220	0.017548	
1.459495	1.271037	0.392895	0.388012	1.577936	2.410710	2.210194	1.056871	0.248498	0.040610	0.235822	0.145974	
1.561950	1.388335	0.201257	-1.143501	-1.681324	-1.693396	-0.753395	-0.301599	0.334207	0.357492	0.313785	0.129139	
1.489911	1.507049	0.951743	0.770670	0.868669	0.311099	0.223123	0.667992	1.074869	0.682568	0.410358	0.098485	
1.701270	1.855790	1.210569	1.188459	1.751283	1.424340	0.101738	-1.070554	-1.318274	-0.948925	0.010815	-0.066662	
0.891251	0.582213	0.053044	-0.919413	-0.090808	1.284541	2.835830	0.139012	-0.013248	0.360769	0.086706	-0.097413	
1.685970	1.399838	-0.151217	-1.174564	-0.321177	0.710824	1.743344	1.575664	0.794140	-0.160147	-0.086988	-0.214374	
1.394336	1.493451	0.917842	0.558980	1.002370	1.411876	1.690227	1.402814	0.942425	0.380371	0.225328	0.046761	
1.858592	1.746866	0.468790	-0.152204	-0.018686	-0.462001	-1.458881	-1.974904	-1.651607	-0.847572	0.136976	0.074084	
1.741567	0.764247	-0.961292	-0.353008	1.685342	2.558223	2.389391	1.685150	0.698542	-0.276183	-0.273520	-0.143483	
