1.882809,1.739195,1.374739,-0.466487,0.854173,1.586968,2.484298,1.261798,1.294057,0.697504,0.318046,0.208990,
1.806601,1.618381,1.215919,0.355846,0.315151,0.987521,0.804993,1.409354,1.435483,0.021496,0.599044,0.276831,
1.541384,1.803843,1.585926,1.007793,0.954488,1.667253,0.915207,0.574937,0.588739,0.745649,0.886450,0.367062,
1.131771,1.482203,1.141507,0.891769,0.889775,1.200651,1.329656,0.289076,0.334496,0.079700,0.230135,0.097458,
1.277677,1.545981,1.211148,0.557720,0.866331,1.183351,1.256446,1.473483,0.897487,0.734823,0.643389,0.137046,
1.310188,1.636934,1.503217,1.017797,0.776439,1.033754,1.263126,1.252440,1.370747,0.594412,0.328054,0.093771,
1.318739,1.607276,1.270301,0.383518,1.163714,1.549831,1.907107,1.086514,1.684254,1.048132,0.554230,0.170085,
1.149775,1.637857,1.616491,1.579313,1.234674,0.999390,0.611367,1.091709,0.280561,0.415889,0.418338,0.108003,
1.028203,0.545352,1.502437,-0.533606,0.793413,-1.123780,0.829611,-1.031612,0.550858,0.311145,-0.495903,0.108628,
1.388176,1.531267,1.136592,0.538158,0.258904,-0.584834,-0.262258,-0.087396,0.147135,0.256745,-0.022542,0.044418,
1.187536,1.500610,1.153336,0.735295,0.349431,0.330882,0.215835,0.013368,0.012755,0.173217,0.314308,0.151155,
1.442691,1.930262,1.339967,0.433724,0.064602,-0.025903,-0.392051,-1.252960,-1.621264,-0.980414,0.162703,-0.091233,
1.274779,1.492149,1.028210,0.390265,-0.224477,-0.703622,-1.038367,-0.962011,-0.832209,-0.449403,0.096338,0.006305,
1.306830,1.568426,1.026846,0.408655,0.167882,-0.258015,-0.896356,-1.666432,-1.662219,-0.786339,0.177200,-0.141432,
1.807092,1.950649,0.901115,0.189410,0.578629,0.262115,-0.982034,-2.149793,-2.206233,-1.070143,0.074240,0.111204,
1.648808,1.722705,0.859918,0.261440,0.198448,-0.054032,-0.950132,-2.110870,-2.223052,-1.244098,0.131902,-0.011279,
1.862183,1.664060,0.592359,0.071217,0.417010,0.111015,-0.931737,-1.867316,-1.783514,-1.034400,0.185254,0.163238,
1.858570,1.791170,0.862153,0.378573,0.280454,-0.312899,-1.315093,-2.324403,-2.187172,-0.960624,0.073197,0.047044,
1.790317,1.657768,0.648747,0.142725,0.466169,0.135448,-1.170984,-1.908963,-1.988017,-1.147155,0.289425,0.175929,
1.720055,1.731930,0.722484,-0.082852,-0.187279,-0.686916,-1.158082,-2.061825,-1.940513,-0.770655,0.306626,0.126692,
1.630027,1.618239,0.352128,-0.401373,-0.149774,-0.119444,-0.754070,-1.528307,-1.659865,-0.830152,0.216485,0.070745,
1.448363,1.610195,0.511387,-0.523316,-0.536893,-0.351718,-0.592325,-1.604187,-1.833353,-0.877051,0.417349,0.042869,
2.216221,1.761699,-0.462151,-1.098252,1.281734,-0.631920,-1.292637,-1.951797,-1.504921,-0.992547,0.110014,0.203573,
2.038227,1.957416,0.055038,-1.227537,-0.025282,-0.110826,-0.904009,-1.711371,-1.615811,-0.270605,0.339959,0.276171,
1.890155,1.674621,-0.264215,-1.097294,-0.162722,-0.298044,-0.620722,-1.115437,-1.240629,-0.895902,0.264445,0.169552,
1.157642,0.702674,-0.000104,-0.336463,-0.155808,-0.157860,-0.311442,-0.303343,-0.244850,-0.221646,-0.105834,-0.157108,
1.177735,1.058180,0.442694,-0.210689,-0.400593,-0.004879,-0.184402,-0.582467,-0.666304,-0.148068,0.403655,-0.273067,
1.422339,0.936253,-0.172531,-1.049045,-0.482306,-0.177029,0.112486,0.534797,0.057386,-0.566615,-0.109462,-0.190005,
1.440661,1.487232,0.527306,-0.795718,-0.882050,-0.300136,0.158779,0.399271,0.287017,0.192669,-0.081693,-0.352304,
1.576753,1.116320,-0.340550,-0.941841,-0.078903,0.406845,1.304210,1.422152,0.569215,-0.112779,-0.181880,-0.360000,
1.377032,1.206217,-0.130029,-1.313124,-0.779903,0.827745,1.859341,1.350409,0.053686,-0.373382,-0.159193,-0.538579,
1.961574,1.278658,-0.666980,-1.226178,0.346922,1.370560,1.496433,1.637379,0.459917,-0.299882,-0.393663,-0.363749,
1.477544,1.508123,0.413953,-0.767361,-0.280857,0.625831,1.611958,1.584615,0.558965,-0.288701,-0.553577,-0.565551,
1.867754,1.007471,-1.057149,-1.217238,1.090503,2.163474,1.809272,2.094163,0.412024,-0.304232,-0.268903,-0.290949,
1.747881,1.342231,-0.222562,-1.321455,0.514858,2.050885,1.109101,2.073188,-0.497370,0.165192,-0.567767,-0.467379,
1.727252,1.024939,-1.029542,-0.878215,1.903289,2.052342,2.224345,1.688252,0.646607,-0.161052,-0.331468,-0.339748,
1.143998,0.779092,-0.579609,-0.276048,1.045278,1.996601,2.114846,1.259179,0.105991,-0.208534,-0.510979,-0.281666,
